case_id,declared_salary,declared_emi,slip_salary,bank_salary_average,bank_emi_total,employer_match_score,slip_extraction_confidence,missing_document_count,missing_field_count,low_confidence_count,extraction_failure_count,consistency_category
SYN_0547,69592.9,14810.05,69592.9,41755.74,29620.1,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0548,82671.23,24222.93,82671.23,82671.23,24222.93,1,0.11,1,2,1,1,DATA_QUALITY_ISSUE
SYN_0549,72292.8,9135.53,72292.8,72292.8,9135.53,1,0.3,1,3,2,1,DATA_QUALITY_ISSUE
SYN_0550,122896.61,25841.23,122896.61,122896.61,25841.23,1,0.95,0,0,0,0,CONSISTENT
SYN_0551,94059.47,15906.44,94059.47,94059.47,15906.44,1,0.95,0,0,0,0,CONSISTENT
SYN_0552,64390.42,16784.56,64390.42,64390.42,16784.56,1,0.95,0,0,0,0,CONSISTENT
SYN_0553,75730.03,16047.25,75730.03,75730.03,16047.25,1,0.95,0,0,0,0,CONSISTENT
SYN_0554,89352.85,12644.19,89352.85,89352.85,26723.16,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0555,113155.02,12259.88,113155.02,113155.02,12259.88,1,0.95,0,0,0,0,CONSISTENT
SYN_0556,77742.1,22013.36,77742.1,77742.1,22013.36,1,0.95,0,0,0,0,CONSISTENT
SYN_0557,90052.48,30792.45,90052.48,54031.49,61584.9,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0558,65581.25,8486.93,65581.25,39348.75,16973.86,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0559,59134.27,16634.26,59134.27,59134.27,16634.26,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0560,74384.77,25980.33,74384.77,74384.77,25980.33,1,0.95,0,0,0,0,CONSISTENT
SYN_0561,62071.19,16865.69,62071.19,62071.19,16865.69,1,0.13,2,1,2,1,DATA_QUALITY_ISSUE
SYN_0562,80453.19,9642.45,80453.19,48271.91,19284.9,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0563,80077.26,24404.82,80077.26,80077.26,24404.82,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0564,70568.98,19587.18,70568.98,41939.5,19587.18,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0565,72519.01,13738.69,72519.01,47011.44,13738.69,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0566,94589.55,17385.75,94589.55,56753.73,34771.5,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0567,87609.3,10965.12,87609.3,87609.3,10965.12,1,0.95,0,0,0,0,CONSISTENT
SYN_0568,83201.0,11273.15,83201.0,83201.0,11273.15,1,0.95,0,0,0,0,CONSISTENT
SYN_0569,99230.64,26076.51,99230.64,99230.64,26076.51,1,0.95,0,0,0,0,CONSISTENT
SYN_0570,70165.19,13197.63,70165.19,70165.19,30901.56,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0571,75569.26,9942.36,75569.26,53114.1,9942.36,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0572,77033.17,20920.81,77033.17,77033.17,20920.81,1,0.95,0,0,0,0,CONSISTENT
SYN_0573,79249.32,12425.89,79249.32,79249.32,12425.89,1,0.95,0,0,0,0,CONSISTENT
SYN_0574,71116.43,12076.92,71116.43,42669.86,24153.84,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0575,76895.69,13558.84,76895.69,76895.69,23221.47,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0576,104083.93,18317.38,104083.93,104083.93,18317.38,1,0.95,0,0,0,0,CONSISTENT
SYN_0577,85854.16,22858.35,85854.16,85854.16,40237.25,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0578,85011.91,22756.25,85011.91,85011.91,22756.25,1,0.27,1,2,2,1,DATA_QUALITY_ISSUE
SYN_0579,66415.54,8780.94,66415.54,66415.54,8780.94,1,0.95,0,0,0,0,CONSISTENT
SYN_0580,55184.9,16587.95,55184.9,35523.68,16587.95,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0581,68915.63,23538.88,68915.63,68915.63,23538.88,1,0.95,0,0,0,0,CONSISTENT
SYN_0582,73989.13,20489.22,73989.13,73989.13,20489.22,1,0.95,0,0,0,0,CONSISTENT
SYN_0583,83113.04,25753.84,83113.04,83113.04,25753.84,1,0.39,2,3,1,1,DATA_QUALITY_ISSUE
SYN_0584,88271.27,27130.06,88271.27,88271.27,27130.06,1,0.95,0,0,0,0,CONSISTENT
SYN_0585,80509.31,9993.91,80509.31,80509.31,9993.91,1,0.95,0,0,0,0,CONSISTENT
SYN_0586,102572.76,10575.36,102572.76,102572.76,10575.36,1,0.95,0,0,0,0,CONSISTENT
SYN_0587,86999.13,15164.77,86999.13,51327.38,15164.77,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0588,50755.34,5686.41,50755.34,50755.34,5686.41,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0589,81424.69,20218.19,81424.69,81424.69,20218.19,1,0.37,1,3,1,1,DATA_QUALITY_ISSUE
SYN_0590,88487.04,27390.11,88487.04,51816.87,27390.11,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0591,87785.27,21361.43,87785.27,61243.18,21361.43,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0592,64732.23,10037.14,64732.23,64732.23,10037.14,1,0.95,0,0,0,0,CONSISTENT
SYN_0593,77723.8,8406.72,77723.8,59114.04,8406.72,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0594,100637.42,34111.67,100637.42,100637.42,34111.67,1,0.95,0,0,0,0,CONSISTENT
SYN_0595,67231.31,22029.63,67231.31,67231.31,22029.63,1,0.95,0,0,0,0,CONSISTENT
SYN_0596,78615.73,10564.46,78615.73,47345.91,10564.46,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0597,96482.55,25075.95,96482.55,96482.55,25075.95,1,0.95,0,0,0,0,CONSISTENT
SYN_0598,70927.13,9427.87,70927.13,70927.13,16349.67,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0599,71885.53,24869.52,71885.53,71885.53,24869.52,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0600,48750.33,9835.04,48750.33,48750.33,9835.04,1,0.95,0,0,0,0,CONSISTENT
SYN_0601,87098.46,13910.86,87098.46,52259.08,27821.72,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0602,78090.74,16603.37,78090.74,50125.77,16603.37,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0603,37238.5,8139.3,37238.5,37238.5,17018.2,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0604,53250.9,16695.97,53250.9,27416.18,16695.97,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0605,67725.49,14609.27,67725.49,40635.29,29218.54,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0606,86631.68,13395.64,86631.68,53628.39,13395.64,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0607,87439.87,14964.51,87439.87,87439.87,14964.51,1,0.95,0,0,0,0,CONSISTENT
SYN_0608,66272.43,15434.84,66272.43,39763.46,30869.68,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0609,68462.54,18406.5,68462.54,41077.52,36813.0,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0610,76039.41,16169.72,76039.41,76039.41,16169.72,1,0.95,0,0,0,0,CONSISTENT
SYN_0611,69456.47,19619.03,69456.47,69456.47,19619.03,1,0.36,1,1,1,1,DATA_QUALITY_ISSUE
SYN_0612,58147.26,10312.02,58147.26,58147.26,23962.97,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0613,67754.08,11138.89,67754.08,67754.08,11138.89,1,0.12,1,2,2,1,DATA_QUALITY_ISSUE
SYN_0614,77201.9,15128.46,77201.9,77201.9,15128.46,1,0.95,0,0,0,0,CONSISTENT
SYN_0615,61677.78,12627.72,61677.78,44738.19,12627.72,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0616,70396.78,8450.78,70396.78,70396.78,8450.78,1,0.95,0,0,0,0,CONSISTENT
SYN_0617,77529.82,20907.27,77529.82,77529.82,20907.27,1,0.95,0,0,0,0,CONSISTENT
SYN_0618,81629.11,20277.91,81629.11,81629.11,20277.91,1,0.95,0,0,0,0,CONSISTENT
SYN_0619,85623.22,21674.95,85623.22,85623.22,21674.95,1,0.95,0,0,0,0,CONSISTENT
SYN_0620,78498.24,22057.48,78498.24,47098.94,44114.96,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0621,57844.11,5953.7,57844.11,57844.11,5953.7,1,0.95,0,0,0,0,CONSISTENT
SYN_0622,76628.4,13314.96,76628.4,49486.63,13314.96,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0623,45609.15,12875.16,45609.15,45609.15,27711.1,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0624,85989.74,23485.79,85989.74,51593.84,46971.58,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0625,57095.45,10081.82,57095.45,42061.96,10081.82,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0626,88787.31,26600.24,88787.31,66299.86,26600.24,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0627,72985.37,13116.69,72985.37,43791.22,26233.38,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0628,87162.12,16804.26,87162.12,87162.12,35307.0,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0629,60198.21,8530.99,60198.21,60198.21,8530.99,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0630,97230.34,13189.15,97230.34,74578.5,13189.15,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0631,94654.63,17525.4,94654.63,94654.63,17525.4,1,0.95,0,0,0,0,CONSISTENT
SYN_0632,95935.26,19417.99,95935.26,95935.26,19417.99,1,0.95,0,0,0,0,CONSISTENT
SYN_0633,89472.77,17102.58,89472.77,89472.77,17102.58,1,0.95,0,0,0,0,CONSISTENT
SYN_0634,99233.74,34435.0,99233.74,99233.74,34435.0,1,0.95,0,0,0,0,CONSISTENT
SYN_0635,62855.95,13916.15,62855.95,31947.23,13916.15,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0636,81360.92,27744.43,81360.92,50058.28,27744.43,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0637,73674.56,10314.9,73674.56,73674.56,10314.9,1,0.95,0,0,0,0,CONSISTENT
SYN_0638,69449.83,20074.71,69449.83,69449.83,20074.71,1,0.95,0,0,0,0,CONSISTENT
SYN_0639,83413.79,10763.28,83413.79,65627.94,10763.28,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0640,70567.8,22729.95,70567.8,70567.8,22729.95,1,0.95,0,0,0,0,CONSISTENT
SYN_0641,51905.0,9607.45,51905.0,51905.0,19612.72,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0642,52705.84,12566.54,52705.84,52705.84,12566.54,1,0.95,0,0,0,0,CONSISTENT
SYN_0643,84570.77,17769.19,84570.77,49955.95,17769.19,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0644,82512.67,12266.0,82512.67,82512.67,12266.0,1,0.95,0,0,0,0,CONSISTENT
SYN_0645,56078.18,19156.55,56078.18,56078.18,19156.55,1,0.95,0,0,0,0,CONSISTENT
SYN_0646,62024.41,11587.35,62024.41,62024.41,24107.11,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0647,106111.24,23580.51,106111.24,106111.24,23580.51,1,0.95,0,0,0,0,CONSISTENT
SYN_0648,61209.23,21329.1,61209.23,46769.63,21329.1,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0649,104410.37,15695.8,104410.37,104410.37,29745.7,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0650,91910.37,20117.94,91910.37,91910.37,20117.94,1,0.95,0,0,0,0,CONSISTENT
SYN_0651,78806.09,18389.14,78806.09,59970.71,18389.14,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0652,82015.4,24410.03,82015.4,82015.4,24410.03,1,0.95,0,0,0,0,CONSISTENT
SYN_0653,65017.72,20758.38,65017.72,65017.72,20758.38,1,0.95,0,0,0,0,CONSISTENT
SYN_0654,88097.54,12086.89,88097.54,88097.54,12086.89,1,0.24,2,2,1,1,DATA_QUALITY_ISSUE
SYN_0655,123819.71,29800.67,123819.71,123819.71,29800.67,1,0.95,0,0,0,0,CONSISTENT
SYN_0656,56333.12,14164.33,56333.12,43693.12,14164.33,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0657,83045.87,17771.39,83045.87,83045.87,17771.39,1,0.95,0,0,0,0,CONSISTENT
SYN_0658,79604.07,19943.15,79604.07,53925.55,19943.15,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0659,77445.92,8896.05,77445.92,46467.55,17792.1,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0660,74884.06,19473.57,74884.06,74884.06,19473.57,1,0.95,0,0,0,0,CONSISTENT
SYN_0661,63265.96,10376.37,63265.96,63265.96,10376.37,1,0.95,0,0,0,0,CONSISTENT
SYN_0662,58804.64,20163.13,58804.64,58804.64,20163.13,1,0.95,0,0,0,0,CONSISTENT
SYN_0663,88281.88,29337.34,88281.88,88281.88,29337.34,1,0.95,0,0,0,0,CONSISTENT
SYN_0664,86837.01,27615.22,86837.01,86837.01,27615.22,1,0.95,0,0,0,0,CONSISTENT
SYN_0665,96389.05,29393.79,96389.05,57835.57,29393.79,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0666,94623.36,21966.3,94623.36,94623.36,21966.3,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0667,93138.99,10921.23,93138.99,93138.99,10921.23,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0668,53406.54,17852.35,53406.54,53406.54,17852.35,1,0.95,0,0,0,0,CONSISTENT
SYN_0669,77708.75,21370.57,77708.75,46625.25,42741.14,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0670,77178.58,15418.35,77178.58,77178.58,15418.35,1,0.95,0,0,0,0,CONSISTENT
SYN_0671,89427.82,9490.49,89427.82,89427.82,9490.49,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0672,58088.65,13783.42,58088.65,58088.65,13783.42,1,0.95,0,0,0,0,CONSISTENT
SYN_0673,100876.76,10241.23,100876.76,100876.76,16395.61,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0674,85080.91,23009.04,85080.91,51048.55,46018.08,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0675,67898.13,14908.05,67898.13,67898.13,14908.05,1,0.95,0,0,0,0,CONSISTENT
SYN_0676,84424.6,23430.15,84424.6,84424.6,23430.15,1,0.95,0,0,0,0,CONSISTENT
SYN_0677,81397.44,16306.06,81397.44,81397.44,29228.86,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0678,69914.32,11643.67,69914.32,69914.32,11643.67,1,0.95,0,0,0,0,CONSISTENT
SYN_0679,92254.44,21886.91,92254.44,92254.44,21886.91,1,0.95,0,0,0,0,CONSISTENT
SYN_0680,79197.64,8586.39,79197.64,79197.64,8586.39,1,0.95,0,0,0,0,CONSISTENT
SYN_0681,97218.58,14287.31,97218.58,97218.58,14287.31,1,0.95,0,0,0,0,CONSISTENT
SYN_0682,67821.34,21481.28,67821.34,67821.34,21481.28,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0683,78288.48,20298.07,78288.48,51504.7,20298.07,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0684,94339.05,14968.15,94339.05,55750.44,14968.15,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0685,59892.24,19716.4,59892.24,59892.24,19716.4,1,0.95,0,0,0,0,CONSISTENT
SYN_0686,77515.89,15531.19,77515.89,77515.89,15531.19,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0687,60535.58,12144.14,60535.58,60535.58,12144.14,1,0.95,0,0,0,0,CONSISTENT
SYN_0688,89038.22,13111.76,89038.22,89038.22,13111.76,1,0.95,0,0,0,0,CONSISTENT
SYN_0689,85408.18,27666.42,85408.18,85408.18,27666.42,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0690,98941.2,21444.71,98941.2,98941.2,39466.22,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0691,72458.26,17480.27,72458.26,72458.26,17480.27,1,0.36,2,2,1,1,DATA_QUALITY_ISSUE
SYN_0692,77243.96,15881.06,77243.96,77243.96,15881.06,1,0.21,2,3,1,1,DATA_QUALITY_ISSUE
SYN_0693,76175.23,25331.52,76175.23,76175.23,25331.52,1,0.95,0,0,0,0,CONSISTENT
SYN_0694,66676.92,17933.55,66676.92,40006.15,35867.1,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0695,83251.43,12129.88,83251.43,83251.43,12129.88,1,0.95,0,0,0,0,CONSISTENT
SYN_0696,69599.52,9214.99,69599.52,69599.52,9214.99,1,0.95,0,0,0,0,CONSISTENT
SYN_0697,108617.02,38001.46,108617.02,108617.02,60985.05,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0698,68845.78,13513.05,68845.78,52305.31,13513.05,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0699,79321.89,23217.13,79321.89,39729.51,23217.13,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0700,62492.47,9155.51,62492.47,37495.48,18311.02,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0701,99324.0,19148.71,99324.0,99324.0,45377.91,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0702,65675.59,17202.3,65675.59,65675.59,17202.3,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0703,85093.29,11183.9,85093.29,85093.29,11183.9,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0704,72533.75,24926.07,72533.75,72533.75,24926.07,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0705,69848.83,17098.56,69848.83,69848.83,17098.56,1,0.95,0,0,0,0,CONSISTENT
SYN_0706,104470.43,11570.28,104470.43,104470.43,11570.28,1,0.95,0,0,0,0,CONSISTENT
SYN_0707,82716.01,19516.96,82716.01,82716.01,31224.54,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0708,83845.83,13454.93,83845.83,83845.83,32440.76,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0709,77647.31,8374.69,77647.31,46588.39,16749.38,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0710,76234.95,13917.51,76234.95,76234.95,13917.51,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0711,88710.33,28335.12,88710.33,88710.33,28335.12,1,0.11,2,2,1,1,DATA_QUALITY_ISSUE
SYN_0712,60773.33,17836.84,60773.33,60773.33,17836.84,1,0.95,0,0,0,0,CONSISTENT
SYN_0713,81577.14,10718.22,81577.14,81577.14,10718.22,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0714,75294.25,22026.55,75294.25,75294.25,22026.55,1,0.95,0,0,0,0,CONSISTENT
SYN_0715,69689.39,7274.74,69689.39,41813.63,14549.48,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0716,66395.97,19472.97,66395.97,66395.97,19472.97,1,0.95,0,0,0,0,CONSISTENT
SYN_0717,56413.39,5660.43,56413.39,33280.52,5660.43,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0718,52987.12,18203.65,52987.12,52987.12,42725.07,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0719,77600.12,22899.33,77600.12,77600.12,22899.33,1,0.95,0,0,0,0,CONSISTENT
SYN_0720,78659.3,15692.63,78659.3,46477.79,15692.63,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0721,63852.99,14112.74,63852.99,63852.99,14112.74,1,0.95,0,0,0,0,CONSISTENT
SYN_0722,63044.96,13772.33,63044.96,63044.96,13772.33,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0723,83056.36,9875.51,83056.36,83056.36,9875.51,1,0.95,0,0,0,0,CONSISTENT
SYN_0724,75774.4,11846.97,75774.4,75774.4,11846.97,1,0.95,0,0,0,0,CONSISTENT
SYN_0725,80082.22,23650.72,80082.22,80082.22,23650.72,1,0.95,0,0,0,0,CONSISTENT
SYN_0726,60087.3,8216.38,60087.3,60087.3,18989.07,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0727,98708.11,16284.49,98708.11,98708.11,30048.01,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0728,59773.59,10318.48,59773.59,59773.59,10318.48,1,0.24,1,3,1,1,DATA_QUALITY_ISSUE
SYN_0729,81744.14,18337.51,81744.14,81744.14,31728.49,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0730,77977.28,15900.39,77977.28,77977.28,15900.39,1,0.95,0,0,0,0,CONSISTENT
SYN_0731,64515.74,21759.08,64515.74,64515.74,21759.08,1,0.95,0,0,0,0,CONSISTENT
SYN_0732,93783.19,23936.02,93783.19,93783.19,23936.02,1,0.38,2,2,2,1,DATA_QUALITY_ISSUE
SYN_0733,66544.5,9411.88,66544.5,42166.75,9411.88,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0734,73754.5,8296.99,73754.5,73754.5,8296.99,1,0.95,0,0,0,0,CONSISTENT
SYN_0735,68561.33,23321.6,68561.33,41136.8,46643.2,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0736,83828.3,28322.02,83828.3,83828.3,28322.02,1,0.95,0,0,0,0,CONSISTENT
SYN_0737,51028.13,10677.58,51028.13,51028.13,10677.58,1,0.28,1,2,2,1,DATA_QUALITY_ISSUE
SYN_0738,81932.59,8483.92,81932.59,81932.59,8483.92,1,0.95,0,0,0,0,CONSISTENT
SYN_0739,62663.53,17206.01,62663.53,37598.12,34412.02,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0740,94754.38,32048.22,94754.38,94754.38,32048.22,1,0.95,0,0,0,0,CONSISTENT
SYN_0741,90749.76,26614.39,90749.76,90749.76,26614.39,1,0.19,2,1,1,1,DATA_QUALITY_ISSUE
SYN_0742,70233.29,9880.06,70233.29,70233.29,20403.17,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0743,70304.13,7189.27,70304.13,70304.13,7189.27,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0744,74989.37,24862.61,74989.37,74989.37,24862.61,1,0.95,0,0,0,0,CONSISTENT
SYN_0745,56243.88,10147.38,56243.88,56243.88,10147.38,1,0.95,0,0,0,0,CONSISTENT
SYN_0746,84067.73,23725.2,84067.73,50440.64,47450.4,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0747,68449.2,15074.06,68449.2,68449.2,15074.06,1,0.95,0,0,0,0,CONSISTENT
SYN_0748,74008.01,9593.34,74008.01,74008.01,17161.38,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0749,54838.28,15824.48,54838.28,54838.28,15824.48,1,0.95,0,0,0,0,CONSISTENT
SYN_0750,50951.09,17207.82,50951.09,50951.09,17207.82,1,0.27,2,1,2,1,DATA_QUALITY_ISSUE
SYN_0751,93670.32,19099.47,93670.32,93670.32,19099.47,1,0.35,1,2,2,1,DATA_QUALITY_ISSUE
SYN_0752,46257.49,5803.04,46257.49,46257.49,5803.04,1,0.25,1,1,1,1,DATA_QUALITY_ISSUE
SYN_0753,58718.16,12204.29,58718.16,58718.16,12204.29,1,0.95,0,0,0,0,CONSISTENT
SYN_0754,85626.32,20621.49,85626.32,85626.32,20621.49,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0755,88893.66,12085.41,88893.66,55916.86,12085.41,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0756,67896.43,21147.18,67896.43,67896.43,21147.18,1,0.22,2,3,2,1,DATA_QUALITY_ISSUE
SYN_0757,53719.37,8800.7,53719.37,32231.62,17601.4,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0758,78204.69,19430.0,78204.69,78204.69,19430.0,1,0.95,0,0,0,0,CONSISTENT
SYN_0759,54283.35,9435.01,54283.35,54283.35,9435.01,1,0.95,0,0,0,0,CONSISTENT
SYN_0760,95777.23,20592.16,95777.23,57466.34,41184.32,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0761,88491.53,16649.74,88491.53,88491.53,16649.74,1,0.95,0,0,0,0,CONSISTENT
SYN_0762,86168.76,19725.31,86168.76,51701.26,39450.62,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0763,72492.06,17157.07,72492.06,47816.23,17157.07,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0764,84992.49,9802.42,84992.49,84992.49,18253.83,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0765,66268.33,6794.0,66268.33,66268.33,6794.0,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0766,66179.42,21222.65,66179.42,34120.14,21222.65,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0767,91604.86,23831.82,91604.86,91604.86,23831.82,1,0.95,0,0,0,0,CONSISTENT
SYN_0768,61391.1,17789.13,61391.1,41923.33,17789.13,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0769,66439.93,11152.58,66439.93,39863.96,22305.16,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0770,86013.27,15847.19,86013.27,86013.27,15847.19,1,0.95,0,0,0,0,CONSISTENT
SYN_0771,54349.05,15794.96,54349.05,54349.05,15794.96,1,0.26,2,1,2,1,DATA_QUALITY_ISSUE
SYN_0772,68036.68,16065.11,68036.68,68036.68,16065.11,1,0.95,0,0,0,0,CONSISTENT
SYN_0773,82204.57,20217.65,82204.57,82204.57,20217.65,0,0.95,0,0,0,0,EMPLOYMENT_MISMATCH
SYN_0774,66459.24,7350.76,66459.24,66459.24,7350.76,1,0.18,2,3,1,1,DATA_QUALITY_ISSUE
SYN_0775,96850.65,26839.49,96850.65,96850.65,26839.49,1,0.95,0,0,0,0,CONSISTENT
SYN_0776,79677.21,27337.65,79677.21,79677.21,27337.65,1,0.95,0,0,0,0,CONSISTENT
SYN_0777,69677.89,8678.99,69677.89,51635.18,8678.99,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0778,69325.57,9101.15,69325.57,69325.57,9101.15,1,0.95,0,0,0,0,CONSISTENT
SYN_0779,71926.14,8125.77,71926.14,43155.68,16251.54,1,0.95,0,0,0,0,MULTIPLE_MISMATCH
SYN_0780,73981.83,11344.99,73981.83,73981.83,11344.99,1,0.95,0,0,0,0,CONSISTENT
SYN_0781,86060.6,17972.13,86060.6,86060.6,36830.46,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0782,92116.99,20323.32,92116.99,92116.99,20323.32,1,0.95,0,0,0,0,CONSISTENT
SYN_0783,86912.1,9040.2,86912.1,63850.09,9040.2,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0784,71696.18,21464.89,71696.18,71696.18,21464.89,1,0.95,0,0,0,0,CONSISTENT
SYN_0785,75808.81,20964.8,75808.81,75808.81,42648.49,1,0.95,0,0,0,0,EMI_MISMATCH
SYN_0786,118850.33,24649.44,118850.33,70436.69,24649.44,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0787,81308.18,24571.13,81308.18,57171.5,24571.13,1,0.95,0,0,0,0,SALARY_MISMATCH
SYN_0788,70455.67,12621.25,70455.67,70455.67,29236.0,1,0.95,0,0,0,0,EMI_MISMATCH
